,word1,index,probability,cumsum
997,Nechvalte,3,0.0001197365795250449,0.38331670325284134
998,Nechybí,4,0.00015964877270005986,0.3834763520255414
999,Nechytejte,4,0.00015964877270005986,0.3836360007982415
1000,Nechytračte,1,3.9912193175014965e-05,0.3836759129914165
1001,Necháte,12,0.0004789463181001796,0.3841548593095167
1002,Necitlivým,1,3.9912193175014965e-05,0.3841947715026917
1003,Necouvejte,1,3.9912193175014965e-05,0.3842346836958667
1004,Nedají,1,3.9912193175014965e-05,0.3842745958890417
1005,Nedbejte,1,3.9912193175014965e-05,0.38431450808221673
1006,Nedejte,122,0.004869287567351826,0.38918379564956856
1007,Nediskutujte,3,0.0001197365795250449,0.3893035322290936
1008,Nedivte,20,0.0007982438635002994,0.3901017760925939
1009,Nedodělky,1,3.9912193175014965e-05,0.3901416882857689
1010,Nedohodnete,1,3.9912193175014965e-05,0.3901816004789439
1011,Nedokládejte,1,3.9912193175014965e-05,0.3902215126721189
1012,Nedokážete,4,0.00015964877270005986,0.390381161444819
1013,Nedomlouvejte,1,3.9912193175014965e-05,0.390421073637994
1014,Nedopadne,1,3.9912193175014965e-05,0.390460985831169
1015,Nedopadnete,1,3.9912193175014965e-05,0.390500898024344
1016,Nedopusťte,1,3.9912193175014965e-05,0.390540810217519
1017,Nedopřávejte,2,7.982438635002993e-05,0.39062063460386903
1018,Nedorozumění,2,7.982438635002993e-05,0.39070045899021905
1019,Nedostanete,1,3.9912193175014965e-05,0.39074037118339405
1020,Nedostatek,5,0.00019956096587507485,0.39093993214926914
1021,Nedovolte,14,0.0005587707044502095,0.39149870285371935
1022,Nedovolíte,2,7.982438635002993e-05,0.39157852724006936
1023,Nedozírné,1,3.9912193175014965e-05,0.39161843943324437
1024,Nedožadujte,2,7.982438635002993e-05,0.3916982638195944
1025,Nedramatizujte,1,3.9912193175014965e-05,0.3917381760127694
1026,Nedružte,1,3.9912193175014965e-05,0.3917780882059444
1027,Nedrážděte,2,7.982438635002993e-05,0.3918579125922944
1028,Nedržte,1,3.9912193175014965e-05,0.3918978247854694
1029,Neduste,2,7.982438635002993e-05,0.39197764917181943
1030,Nedá,12,0.0004789463181001796,0.3924565954899196
1031,Nedáte,17,0.0006785072839752544,0.39313510277389485
1032,Nedávejte,7,0.00027938535222510476,0.39341448812611995
1033,Nedávno,3,0.0001197365795250449,0.393534224705645
1034,Nedávné,2,7.982438635002993e-05,0.393614049091995
1035,Nedívejte,1,3.9912193175014965e-05,0.39365396128517
1036,Nedělejte,41,0.0016363999201756136,0.3952903612053456
1037,Neděli,1,3.9912193175014965e-05,0.3953302733985206
1038,Nedůslednost,1,3.9912193175014965e-05,0.3953701855916956
1039,Nedůvěřivé,1,3.9912193175014965e-05,0.39541009778487063
1040,Neexistuje,4,0.00015964877270005986,0.3955697465575707
1041,Neflirtujte,3,0.0001197365795250449,0.39568948313709573
1042,Negativní,10,0.0003991219317501497,0.39608860506884586
1043,Negativně,4,0.00015964877270005986,0.39624825384154594
1044,Nehazardujte,2,7.982438635002993e-05,0.39632807822789595
1045,Nehezkou,1,3.9912193175014965e-05,0.39636799042107096
1046,Nehezké,1,3.9912193175014965e-05,0.39640790261424597
1047,Nehledejte,8,0.0003192975454001197,0.3967272001596461
1048,Nehnete,1,3.9912193175014965e-05,0.3967671123528211
1049,Nehnou,1,3.9912193175014965e-05,0.3968070245459961
1050,Nehodlá,1,3.9912193175014965e-05,0.3968469367391711
1051,Nehodnoťte,1,3.9912193175014965e-05,0.3968868489323461
1052,Nehodám,1,3.9912193175014965e-05,0.3969267611255211
1053,Nehoňte,2,7.982438635002993e-05,0.3970065855118711
1054,Nehořekujte,2,7.982438635002993e-05,0.39708640989822114
1055,Nehrajte,5,0.00019956096587507485,0.3972859708640962
1056,Nehrňte,3,0.0001197365795250449,0.39740570744362125
1057,Nehádejte,8,0.0003192975454001197,0.39772500498902136
1058,Neházejte,5,0.00019956096587507485,0.39792456595489645
1059,Neinvestujte,2,7.982438635002993e-05,0.39800439034124646
1060,Neironizujte,1,3.9912193175014965e-05,0.39804430253442147
1061,Nejasná,1,3.9912193175014965e-05,0.3980842147275965
1062,Nejasné,1,3.9912193175014965e-05,0.3981241269207715
1063,Nejasný,1,3.9912193175014965e-05,0.3981640391139465
1064,Nejde,22,0.0008780682498503293,0.3990421073637968
1065,Nejdříve,10,0.0003991219317501497,0.39944122929554693
1066,Nejdůležitější,4,0.00015964877270005986,0.399600878068247
1067,Nejeden,2,7.982438635002993e-05,0.399680702454597
1068,Nejedna,1,3.9912193175014965e-05,0.39972061464777203
1069,Nejednejte,1,3.9912193175014965e-05,0.39976052684094704
1070,Nejednu,1,3.9912193175014965e-05,0.39980043903412205
1071,Nejen,4,0.00015964877270005986,0.39996008780682213
1072,Nejenže,16,0.0006385950908002394,0.40059868289762235
1073,Nejezte,3,0.0001197365795250449,0.40071841947714737
1074,Nejhorší,3,0.0001197365795250449,0.4008381560566724
1075,Nejhoršímu,2,7.982438635002993e-05,0.4009179804430224
1076,Nejistý,1,3.9912193175014965e-05,0.4009578926361974
1077,Nejjistější,2,7.982438635002993e-05,0.4010377170225474
1078,Nejlepší,15,0.0005986828976252245,0.40163639992017264
1079,Nejlepším,1,3.9912193175014965e-05,0.40167631211334764
1080,Nejlépe,8,0.0003192975454001197,0.40199560965874775
1081,Nejméně,2,7.982438635002993e-05,0.40207543404509777
1082,Nejprve,1,3.9912193175014965e-05,0.4021153462382728
1083,Nejrůznější,1,3.9912193175014965e-05,0.4021552584314478
1084,Nejsilnější,1,3.9912193175014965e-05,0.4021951706246228
1085,Nejsou,3,0.0001197365795250449,0.4023149072041478
1086,Nejspolehlivější,1,3.9912193175014965e-05,0.4023548193973228
1087,Nejspíš,2,7.982438635002993e-05,0.40243464378367283
1088,Nejspíše,7,0.00027938535222510476,0.40271402913589793
1089,Nejste,23,0.0009179804430253443,0.40363200957892326
1090,Nejvyšší,1,3.9912193175014965e-05,0.40367192177209826
1091,Nejvíc,3,0.0001197365795250449,0.4037916583516233
1092,Nejvíce,2,7.982438635002993e-05,0.4038714827379733
1093,Největší,3,0.0001197365795250449,0.4039912193174983
1094,Největším,1,3.9912193175014965e-05,0.4040311315106733
1095,Nejzarputilejšími,1,3.9912193175014965e-05,0.40407104370384833
1096,Nejásejte,3,0.0001197365795250449,0.40419078028337335
1097,Nejúspěšnějším,1,3.9912193175014965e-05,0.40423069247654836
1098,Nejčastěji,1,3.9912193175014965e-05,0.40427060466972337
1099,Nekažte,6,0.0002394731590500898,0.40451007782877346
1100,Neklesejte,1,3.9912193175014965e-05,0.40454999002194847
1101,Neklid,2,7.982438635002993e-05,0.4046298144082985
1102,Neklidný,1,3.9912193175014965e-05,0.4046697266014735
1103,Nekomentujte,2,7.982438635002993e-05,0.4047495509878235
1104,Nekonečnou,1,3.9912193175014965e-05,0.4047894631809985
1105,Nekritizujte,8,0.0003192975454001197,0.4051087607263986
1106,Nekupujte,4,0.00015964877270005986,0.4052684094990987
1107,Nekárejte,2,7.982438635002993e-05,0.4053482338854487
1108,Nelamte,1,3.9912193175014965e-05,0.4053881460786237
1109,Nelehké,1,3.9912193175014965e-05,0.40542805827179873
1110,Nelekejte,7,0.00027938535222510476,0.40570744362402383
1111,Nelekněte,1,3.9912193175014965e-05,0.40574735581719884
1112,Nelepší,1,3.9912193175014965e-05,0.40578726801037385
1113,Nelibost,1,3.9912193175014965e-05,0.40582718020354885
1114,Nelitujte,11,0.00043903412492516465,0.40626621432847404
1115,Nelyžujte,1,3.9912193175014965e-05,0.40630612652164905
1116,Nelze,112,0.004470165635601676,0.4107762921572507
1117,Nelžete,1,3.9912193175014965e-05,0.4108162043504257
1118,Nemají,1,3.9912193175014965e-05,0.4108561165436007
1119,Nemalou,1,3.9912193175014965e-05,0.4108960287367757
1120,Nemalujte,2,7.982438635002993e-05,0.41097585312312573
1121,Nemalé,2,7.982438635002993e-05,0.41105567750947575
1122,Nemalý,1,3.9912193175014965e-05,0.41109558970265075
1123,Nemalým,1,3.9912193175014965e-05,0.41113550189582576
1124,Nemile,1,3.9912193175014965e-05,0.41117541408900077
1125,Nemilosrdní,1,3.9912193175014965e-05,0.4112153262821758
1126,Nemilosrdně,1,3.9912193175014965e-05,0.4112552384753508
1127,Nemine,3,0.0001197365795250449,0.4113749750548758
1128,Neminou,1,3.9912193175014965e-05,0.4114148872480508
1129,Nemiřte,1,3.9912193175014965e-05,0.4114547994412258
1130,Nemluvte,6,0.0002394731590500898,0.4116942726002759
1131,Nemluvě,1,3.9912193175014965e-05,0.4117341847934509
1132,Nemohli,2,7.982438635002993e-05,0.41181400917980093
1133,Nemohou,1,3.9912193175014965e-05,0.41185392137297594
1134,Nemračte,5,0.00019956096587507485,0.41205348233885103
1135,Nemusel,2,7.982438635002993e-05,0.41213330672520104
1136,Nemuseli,1,3.9912193175014965e-05,0.41217321891837605
1137,Nemuselo,2,7.982438635002993e-05,0.41225304330472606
1138,Nemusí,42,0.0016763121133506287,0.4139293554180767
1139,Nemusíte,44,0.0017561364997006586,0.4156854919177773
1140,Nemučte,1,3.9912193175014965e-05,0.4157254041109523
1141,Nemylte,1,3.9912193175014965e-05,0.41576531630412733
1142,Nemyslete,9,0.0003592097385751347,0.41612452604270245
1143,Nemyslí,1,3.9912193175014965e-05,0.41616443823587745
1144,Nemá,48,0.0019157852724007184,0.41808022350827817
1145,Nemálo,1,3.9912193175014965e-05,0.4181201357014532
1146,Nemáte,31,0.001237277988425464,0.41935741368987867
1147,Nemíchejte,1,3.9912193175014965e-05,0.4193973258830537
1148,Nemívají,1,3.9912193175014965e-05,0.4194372380762287
1149,Nemějte,2,7.982438635002993e-05,0.4195170624625787
1150,Neměl,4,0.00015964877270005986,0.4196767112352788
1151,Neměla,1,3.9912193175014965e-05,0.4197166234284538
1152,Neměli,24,0.0009578926362003592,0.42067451606465417
1153,Nemělo,5,0.00019956096587507485,0.42087407703052926
1154,Neměly,2,7.982438635002993e-05,0.4209539014168793
1155,Neměňte,5,0.00019956096587507485,0.42115346238275436
1156,Nemůže,3,0.0001197365795250449,0.4212731989622794
1157,Nemůžete,77,0.0030732388744761524,0.4243464378367555
1158,Nenahrávejte,2,7.982438635002993e-05,0.42442626222310553
1159,Nenakládejte,1,3.9912193175014965e-05,0.42446617441628054
1160,Nenaleťte,3,0.0001197365795250449,0.42458591099580556
1161,Nenaléhejte,1,3.9912193175014965e-05,0.42462582318898057
1162,Nenamlouvejte,10,0.0003991219317501497,0.4250249451207307
1163,Nenamáhejte,1,3.9912193175014965e-05,0.4250648573139057
1164,Nenaznačujte,1,3.9912193175014965e-05,0.4251047695070807
1165,Nenaříkejte,8,0.0003192975454001197,0.4254240670524808
1166,Nenechte,39,0.0015565755338255837,0.4269806425863064
1167,Nenechá,1,3.9912193175014965e-05,0.4270205547794814
1168,Nenecháte,2,7.982438635002993e-05,0.42710037916583143
1169,Nenechávejte,4,0.00015964877270005986,0.4272600279385315
1170,Nenervujte,2,7.982438635002993e-05,0.42733985232488153
1171,Neničte,1,3.9912193175014965e-05,0.42737976451805654
1172,Nenoste,3,0.0001197365795250449,0.42749950109758156
1173,Nenuťte,4,0.00015964877270005986,0.42765914987028164
1174,Nenápadná,1,3.9912193175014965e-05,0.42769906206345665
1175,Nenápadně,3,0.0001197365795250449,0.42781879864298167
1176,Není,118,0.004709638794651766,0.4325284374376334
1177,Neobejde,1,3.9912193175014965e-05,0.4325683496308084
1178,Neobjeví,1,3.9912193175014965e-05,0.43260826182398343
1179,Neoblíbený,1,3.9912193175014965e-05,0.43264817401715844
1180,Neobracejte,1,3.9912193175014965e-05,0.43268808621033344
1181,Neobvyklá,1,3.9912193175014965e-05,0.43272799840350845
1182,Neobávejte,4,0.00015964877270005986,0.43288764717620853
1183,Neocenitelnou,1,3.9912193175014965e-05,0.43292755936938354
1184,Neochota,1,3.9912193175014965e-05,0.43296747156255855
1185,Neodbytný,1,3.9912193175014965e-05,0.43300738375573355
1186,Neodbývejte,1,3.9912193175014965e-05,0.43304729594890856
1187,Neodcházejte,2,7.982438635002993e-05,0.4331271203352586
1188,Neodkládejte,19,0.0007583316703252843,0.43388545200558387
1189,Neodmlouvejte,1,3.9912193175014965e-05,0.4339253641987589
1190,Neodmítejte,31,0.001237277988425464,0.43516264218718437
1191,Neodmítnete,4,0.00015964877270005986,0.43532229095988445
1192,Neodporujte,1,3.9912193175014965e-05,0.43536220315305946
1193,Neodpírejte,1,3.9912193175014965e-05,0.43540211534623446
1194,Neodradí,2,7.982438635002993e-05,0.4354819397325845
1195,Neodsuzujte,2,7.982438635002993e-05,0.4355617641189345
1196,Neodvracejte,1,3.9912193175014965e-05,0.4356016763121095
1197,Neohlížejte,2,7.982438635002993e-05,0.4356815006984595
1198,Neohrnujte,6,0.0002394731590500898,0.4359209738575096
1199,Neohroženě,1,3.9912193175014965e-05,0.4359608860506846
1200,Neokázalá,1,3.9912193175014965e-05,0.4360007982438596
1201,Neokřikujte,1,3.9912193175014965e-05,0.43604071043703463
1202,Neomalenost,1,3.9912193175014965e-05,0.43608062263020964
1203,Neomezujte,1,3.9912193175014965e-05,0.43612053482338464
1204,Neomlouvejte,1,3.9912193175014965e-05,0.43616044701655965
1205,Neopouštějte,2,7.982438635002993e-05,0.43624027140290966
1206,Neopustí,1,3.9912193175014965e-05,0.43628018359608467
1207,Neosobujte,1,3.9912193175014965e-05,0.4363200957892597
1208,Neotvírejte,2,7.982438635002993e-05,0.4363999201756097
1209,Neotálejte,7,0.00027938535222510476,0.4366793055278348
1210,Neotáčejte,1,3.9912193175014965e-05,0.4367192177210098
1211,Neotřelý,2,7.982438635002993e-05,0.4367990421073598
1212,Neočekávejte,2,7.982438635002993e-05,0.4368788664937098
1213,Nepanikařte,4,0.00015964877270005986,0.4370385152664099
1214,Neparkujte,2,7.982438635002993e-05,0.4371183396527599
1215,Nepijte,2,7.982438635002993e-05,0.43719816403910994
1216,Neplatí,2,7.982438635002993e-05,0.43727798842545995
1217,Neplaťte,1,3.9912193175014965e-05,0.43731790061863496
1218,Nepleťte,15,0.0005986828976252245,0.43791658351626017
1219,Neplodná,1,3.9912193175014965e-05,0.4379564957094352
1220,Neplánujte,3,0.0001197365795250449,0.4380762322889602
1221,Neplýtvejte,5,0.00019956096587507485,0.4382757932548353
1222,Neplývejte,1,3.9912193175014965e-05,0.4383157054480103
1223,Nepochopení,1,3.9912193175014965e-05,0.4383556176411853
1224,Nepochopí,1,3.9912193175014965e-05,0.4383955298343603
1225,Nepochutnáte,1,3.9912193175014965e-05,0.4384354420275353
1226,Nepochybně,1,3.9912193175014965e-05,0.4384753542207103
1227,Nepochybujte,3,0.0001197365795250449,0.43859509080023534
1228,Nepodceňte,15,0.0005986828976252245,0.43919377369786056
1229,Nepodceňuje,1,3.9912193175014965e-05,0.43923368589103556
1230,Nepodceňujte,32,0.0012771901816004789,0.44051087607263606
1231,Nepodepisujte,1,3.9912193175014965e-05,0.44055078826581107
1232,Nepodlehněte,5,0.00019956096587507485,0.44075034923168616
1233,Nepodléhejte,7,0.00027938535222510476,0.44102973458391126
1234,Nepodnikejte,1,3.9912193175014965e-05,0.44106964677708627
1235,Nepohodnete,1,3.9912193175014965e-05,0.4411095589702613
1236,Nepokoušejte,16,0.0006385950908002394,0.4417481540610615
1237,Nepolevujte,2,7.982438635002993e-05,0.4418279784474115
1238,Nepomlouvejte,1,3.9912193175014965e-05,0.4418678906405865
1239,Nepomůže,1,3.9912193175014965e-05,0.4419078028337615
1240,Neponechávejte,2,7.982438635002993e-05,0.44198762722011153
1241,Neporozumíte,1,3.9912193175014965e-05,0.44202753941328654
1242,Neposloužíte,1,3.9912193175014965e-05,0.44206745160646155
1243,Nepostradatelní,1,3.9912193175014965e-05,0.44210736379963655
1244,Neposuzujte,2,7.982438635002993e-05,0.44218718818598657
1245,Nepotlačujte,3,0.0001197365795250449,0.4423069247655116
1246,Nepotrvá,10,0.0003991219317501497,0.4427060466972617
1247,Nepotěší,1,3.9912193175014965e-05,0.4427459588904367
1248,Nepoučujte,1,3.9912193175014965e-05,0.4427858710836117
1249,Nepouštějte,21,0.0008381560566753143,0.44362402714028704
1250,Nepoužívejte,1,3.9912193175014965e-05,0.44366393933346204
1251,Nepovažujte,1,3.9912193175014965e-05,0.44370385152663705
1252,Nepovede,1,3.9912193175014965e-05,0.44374376371981206
1253,Nepovedená,1,3.9912193175014965e-05,0.44378367591298706
1254,Nepovolíte,1,3.9912193175014965e-05,0.44382358810616207
1255,Nepovyšujte,2,7.982438635002993e-05,0.4439034124925121
1256,Nepozastavujte,1,3.9912193175014965e-05,0.4439433246856871
1257,Nepoznáte,1,3.9912193175014965e-05,0.4439832368788621
1258,Nepočítejte,16,0.0006385950908002394,0.4446218319696623
1259,Nepošklebujte,2,7.982438635002993e-05,0.44470165635601233
1260,Neprobírejte,1,3.9912193175014965e-05,0.44474156854918734
1261,Neprodlužujte,3,0.0001197365795250449,0.44486130512871236
1262,Neproděláte,1,3.9912193175014965e-05,0.44490121732188737
1263,Neprohloupí,1,3.9912193175014965e-05,0.4449411295150624
1264,Neprojde,1,3.9912193175014965e-05,0.4449810417082374
1265,Nepromarněte,4,0.00015964877270005986,0.44514069048093746
1266,Nepropadejte,10,0.0003991219317501497,0.4455398124126876
1267,Nepropásněte,6,0.0002394731590500898,0.4457792855717377
1268,Neprosazujte,1,3.9912193175014965e-05,0.4458191977649127
1269,Neprotahujte,5,0.00019956096587507485,0.4460187587307878
1270,Neprotestujete,1,3.9912193175014965e-05,0.4460586709239628
1271,Neprotestujte,1,3.9912193175014965e-05,0.4460985831171378
1272,Neprovokujte,3,0.0001197365795250449,0.4462183196966628
1273,Neptun,29,0.0011574536020754341,0.44737577329873823
1274,Nepřebíhejte,1,3.9912193175014965e-05,0.44741568549191324
1275,Nepřeceňte,4,0.00015964877270005986,0.4475753342646133
1276,Nepřeceňujte,15,0.0005986828976252245,0.44817401716223854
1277,Nepředbíhejte,1,3.9912193175014965e-05,0.44821392935541354
1278,Nepředhazujte,1,3.9912193175014965e-05,0.44825384154858855
1279,Nepředvádějte,1,3.9912193175014965e-05,0.44829375374176356
1280,Nepředvídaná,1,3.9912193175014965e-05,0.44833366593493856
1281,Nepředvídatelné,1,3.9912193175014965e-05,0.44837357812811357
1282,Nepřehlédnutelný,1,3.9912193175014965e-05,0.4484134903212886
1283,Nepřehlédněte,3,0.0001197365795250449,0.4485332269008136
1284,Nepřehlížejte,1,3.9912193175014965e-05,0.4485731390939886
1285,Nepřehánějte,58,0.0023149072041508682,0.4508880462981395
1286,Nepřejícná,1,3.9912193175014965e-05,0.4509279584913145
1287,Nepřejídejte,1,3.9912193175014965e-05,0.4509678706844895
1288,Nepřemýšlejte,1,3.9912193175014965e-05,0.4510077828776645
1289,Nepřenechávejte,1,3.9912193175014965e-05,0.4510476950708395
1290,Nepřenášejte,2,7.982438635002993e-05,0.45112751945718954
1291,Nepřepínejte,3,0.0001197365795250449,0.45124725603671456
1292,Nepřerušujte,5,0.00019956096587507485,0.45144681700258965
1293,Nepřestávejte,1,3.9912193175014965e-05,0.45148672919576466
1294,Nepřesvědčujte,2,7.982438635002993e-05,0.45156655358211467
1295,Nepřete,2,7.982438635002993e-05,0.4516463779684647
1296,Nepřetvařujte,1,3.9912193175014965e-05,0.4516862901616397
1297,Nepřetáhněte,2,7.982438635002993e-05,0.4517661145479897
1298,Nepřetěžujte,1,3.9912193175014965e-05,0.4518060267411647
1299,Nepřevádějte,1,3.9912193175014965e-05,0.4518459389343397
1300,Nepřežeňte,2,7.982438635002993e-05,0.45192576332068973
1301,Nepřidělávejte,3,0.0001197365795250449,0.45204549990021475
1302,Nepřijdou,1,3.9912193175014965e-05,0.45208541209338976
1303,Nepřijme,2,7.982438635002993e-05,0.4521652364797398
1304,Nepřijímejte,1,3.9912193175014965e-05,0.4522051486729148
1305,Nepřikládejte,4,0.00015964877270005986,0.45236479744561486
1306,Nepřikyvujte,1,3.9912193175014965e-05,0.45240470963878987
1307,Nepřiměřené,1,3.9912193175014965e-05,0.4524446218319649
1308,Nepřipadá,2,7.982438635002993e-05,0.4525244462183149
1309,Nepřipouštějte,1,3.9912193175014965e-05,0.4525643584114899
1310,Nepřipustíte,1,3.9912193175014965e-05,0.4526042706046649
1311,Nepřiznávejte,2,7.982438635002993e-05,0.4526840949910149
1312,Nepřátelé,1,3.9912193175014965e-05,0.4527240071841899
1313,Nepřátelům,1,3.9912193175014965e-05,0.45276391937736493
1314,Nepříjemnost,3,0.0001197365795250449,0.45288365595688995
1315,Nepříjemnostem,1,3.9912193175014965e-05,0.45292356815006496
1316,Nepříjemnosti,2,7.982438635002993e-05,0.453003392536415
1317,Nepříjemností,1,3.9912193175014965e-05,0.45304330472959
1318,Nepříjemná,3,0.0001197365795250449,0.453163041309115
1319,Nepříjemné,5,0.00019956096587507485,0.4533626022749901
1320,Nepříjemného,1,3.9912193175014965e-05,0.4534025144681651
1321,Nepříjemnému,1,3.9912193175014965e-05,0.4534424266613401
1322,Nepříjemný,5,0.00019956096587507485,0.4536419876272152
1323,Nepříjemných,1,3.9912193175014965e-05,0.4536818998203902
1324,Nepříjemným,1,3.9912193175014965e-05,0.4537218120135652
1325,Nepříjemnými,1,3.9912193175014965e-05,0.4537617242067402
1326,Nepříjemně,9,0.0003592097385751347,0.45412093394531533
1327,Nepříliš,1,3.9912193175014965e-05,0.45416084613849034
1328,Nepřítel,1,3.9912193175014965e-05,0.45420075833166534
1329,Nepřízeň,2,7.982438635002993e-05,0.45428058271801536
1330,Nepříznivá,2,7.982438635002993e-05,0.45436040710436537
1331,Nepříznivé,2,7.982438635002993e-05,0.4544402314907154
1332,Nepůjde,11,0.00043903412492516465,0.45487926561564057
1333,Nepůjčujte,4,0.00015964877270005986,0.45503891438834065
1334,Neradi,2,7.982438635002993e-05,0.45511873877469067
1335,Neradujte,2,7.982438635002993e-05,0.4551985631610407
1336,Neraďte,2,7.982438635002993e-05,0.4552783875473907
1337,Nereálné,2,7.982438635002993e-05,0.4553582119337407
1338,Neriskujte,22,0.0008780682498503293,0.456236280183591
1339,Nerozdávejte,2,7.982438635002993e-05,0.45631610456994104
1340,Nerozhazujte,1,3.9912193175014965e-05,0.45635601676311605
1341,Nerozhodujte,2,7.982438635002993e-05,0.45643584114946606
1342,Nerozptylujte,1,3.9912193175014965e-05,0.45647575334264107
1343,Nerozvážným,1,3.9912193175014965e-05,0.4565156655358161
1344,Nerozčilujte,3,0.0001197365795250449,0.4566354021153411
1345,Nervozita,1,3.9912193175014965e-05,0.4566753143085161
1346,Nervy,11,0.00043903412492516465,0.4571143484334413
1347,Nervózní,3,0.0001197365795250449,0.4572340850129663
1348,Nesahejte,1,3.9912193175014965e-05,0.4572739972061413
1349,Neseďte,2,7.982438635002993e-05,0.4573538215924913
1350,Neshody,2,7.982438635002993e-05,0.45743364597884134
1351,Neshodám,1,3.9912193175014965e-05,0.45747355817201635
1352,Neskončíte,1,3.9912193175014965e-05,0.45751347036519135
1353,Neskrývaný,1,3.9912193175014965e-05,0.45755338255836636
1354,Neskrývejte,2,7.982438635002993e-05,0.4576332069447164
1355,Neskákejte,1,3.9912193175014965e-05,0.4576731191378914
1356,Neslibujte,4,0.00015964877270005986,0.45783276791059146
1357,Neslušelo,1,3.9912193175014965e-05,0.45787268010376647
1358,Nesmyslná,1,3.9912193175014965e-05,0.4579125922969415
1359,Nesmí,4,0.00015964877270005986,0.45807224106964156
1360,Nesmírné,1,3.9912193175014965e-05,0.45811215326281657
1361,Nesmíte,65,0.002594292556375973,0.46070644581919257
1362,Nesnažte,40,0.0015964877270005988,0.4623029335461932
1363,Nesobeckým,1,3.9912193175014965e-05,0.4623428457393682
1364,Nesouhlasnou,2,7.982438635002993e-05,0.4624226701257182
1365,Nesoustředěnost,1,3.9912193175014965e-05,0.4624625823188932
1366,Nesouvisle,1,3.9912193175014965e-05,0.4625024945120682
1367,Nespekulujte,1,3.9912193175014965e-05,0.4625424067052432
1368,Nesplní,2,7.982438635002993e-05,0.46262223109159323
1369,Nespokojení,1,3.9912193175014965e-05,0.46266214328476823
1370,Nespoléhejte,41,0.0016363999201756136,0.46429854320494385
1371,Nespolčujte,1,3.9912193175014965e-05,0.46433845539811885
1372,Nespravedlivou,1,3.9912193175014965e-05,0.46437836759129386
1373,Nespravedlivé,1,3.9912193175014965e-05,0.46441827978446887
1374,Nespravedlivými,1,3.9912193175014965e-05,0.4644581919776439
1375,Nespěchejte,31,0.001237277988425464,0.46569546996606936
1376,Nespřádejte,1,3.9912193175014965e-05,0.46573538215924437
1377,Nestarejte,1,3.9912193175014965e-05,0.4657752943524194
1378,Nestavte,4,0.00015964877270005986,0.46593494312511946
1379,Nestačíte,3,0.0001197365795250449,0.4660546797046445
1380,Nestojí,1,3.9912193175014965e-05,0.4660945918978195
1381,Nestoupejte,1,3.9912193175014965e-05,0.4661345040909945
1382,Nestraňte,1,3.9912193175014965e-05,0.4661744162841695
1383,Nestrkejte,1,3.9912193175014965e-05,0.4662143284773445
1384,Nestydaté,1,3.9912193175014965e-05,0.4662542406705195
1385,Nestyďte,20,0.0007982438635002994,0.4670524845340198
1386,Nestálost,2,7.982438635002993e-05,0.46713230892036983
1387,Nestěžujte,3,0.0001197365795250449,0.46725204549989485
1388,Nesvádějte,1,3.9912193175014965e-05,0.46729195769306986
1389,Nesvěřujte,1,3.9912193175014965e-05,0.46733186988624487
1390,Nesázejte,1,3.9912193175014965e-05,0.4673717820794199
1391,Netlačte,3,0.0001197365795250449,0.4674915186589449
1392,Netlumte,2,7.982438635002993e-05,0.4675713430452949
1393,Netoulejte,1,3.9912193175014965e-05,0.4676112552384699
1394,Netouží,1,3.9912193175014965e-05,0.4676511674316449
1395,Netrapte,6,0.0002394731590500898,0.467890640590695
1396,Netrestejte,1,3.9912193175014965e-05,0.46793055278387
1397,Netrpěliví,1,3.9912193175014965e-05,0.46797046497704503
1398,Netrpělivě,1,3.9912193175014965e-05,0.46801037717022004
1399,Netrvejte,4,0.00015964877270005986,0.4681700259429201
1400,Netvařte,2,7.982438635002993e-05,0.46824985032927013
1401,Neubližujte,1,3.9912193175014965e-05,0.46828976252244514
1402,Neubráníte,1,3.9912193175014965e-05,0.46832967471562015
1403,Neubudete,1,3.9912193175014965e-05,0.46836958690879515
1404,Neuchylujte,1,3.9912193175014965e-05,0.46840949910197016
1405,Neudržíte,1,3.9912193175014965e-05,0.46844941129514517
1406,Neudělejte,2,7.982438635002993e-05,0.4685292356814952
1407,Neuděláte,2,7.982438635002993e-05,0.4686090600678452
1408,Neuhnete,1,3.9912193175014965e-05,0.4686489722610202
1409,Neuhánějte,1,3.9912193175014965e-05,0.4686888844541952
1410,Neuhýbejte,2,7.982438635002993e-05,0.4687687088405452
1411,Neujde,1,3.9912193175014965e-05,0.46880862103372023
1412,Neukládejte,1,3.9912193175014965e-05,0.46884853322689524
1413,Neukvapte,7,0.00027938535222510476,0.46912791857912034
1414,Neukvapujte,1,3.9912193175014965e-05,0.46916783077229535
1415,Neunikne,3,0.0001197365795250449,0.46928756735182037
1416,Neuniknete,1,3.9912193175014965e-05,0.4693274795449954
1417,Neunáhlete,1,3.9912193175014965e-05,0.4693673917381704
1418,Neuplyne,2,7.982438635002993e-05,0.4694472161245204
1419,Neupozorňujte,2,7.982438635002993e-05,0.4695270405108704
1420,Neupínejte,1,3.9912193175014965e-05,0.4695669527040454
1421,Neupírejte,1,3.9912193175014965e-05,0.4696068648972204
1422,Neurážejte,1,3.9912193175014965e-05,0.46964677709039543
1423,Neurčité,1,3.9912193175014965e-05,0.46968668928357044
1424,Neusilujte,1,3.9912193175014965e-05,0.46972660147674544
1425,Neusnadňujte,1,3.9912193175014965e-05,0.46976651366992045
